area,ID,numid,wdepth,bpi,rie,new_cmecs,dshore,shore_code
2,G29,"29",-133.309773070252,-0.954880091269473,2.23403448254872,Mud,1905.99437112456,OCN
2,G30,"30",-114.363735143129,-10.6615108973278,15.0736331102651,Sandy Mud,1863.32375893436,OCN
2,G31,"31",-102.791192138353,-8.66855242360043,15.3643523480635,Sandy Mud,1221.71436384327,EI-Mix_Fine
2.09,G32,"32",-24.708203198424,11.8692101394795,14.5438052515341,Sand,91.2769983354537,EI-Mix_Fine
0.5,G33,"33",-1.83294724874816,10.9761053044223,3.05589903692232,Sand,110.036802067587,EI-Mix_Fine
0.92,G34,"34",0,1.77988532188058,0.429638818863682,Mud,41.8045987677537,EI-Mix_Fine
1.98,G35,"35",-92.1362060647038,4.53220324820469,9.77486954556031,Mud,505.782944910244,EI-Mix_Fine
2,G36,"36",-118.510013513982,1.87201408597421,4.00758905499244,Mud,2656.65107584977,OCN
2,G37,"37",-138.953749850707,-9.35496644116808,7.84088018361073,Mud,2201.97519707283,OCN
2,G38,"38",-125.081579227341,-6.06035232103745,13.6483114314797,Gravel,1542.22563135582,OCN
1.41,G39,"39",-1.71587795309484,20.8764254323233,5.71514286325683,Sand,253.122968437452,EI-Boulder
0.97,G40,"40",-17.9910013854548,35.0246796657234,18.1099305147227,Sand,374.485531423489,EI-Mix_Fine
2.13,G41,"41",-5.53767191021968,-0.130254267230604,0.111400240731244,Mud,671.708998509872,EI-Mix_Fine
2.15,G42,"42",0,0.141735703852004,0.0637262988418013,Unconsolidated Mineral Substrate,550.686830603394,EI-Mix_Fine
2,G43,"43",-123.059198926512,-11.4970047614833,6.28447905755317,Mud,1151.14816348384,EI-Mix_Fine
2,G44,"44",-112.703082848135,1.40088828608592,3.482161382607,Mud,1693.02233204604,OCN
2,G45,"45",-157.049816232504,-6.46550059400599,6.17564033073633,Mud,1811.7005263028,OCN
2,G46,"46",-137.379728658228,-7.75979493364216,11.6011373977777,Mud,607.522321725841,EI-Boulder
1.28,G47,"47",-38.5252283566006,71.0446906937901,6.44703372034578,Sand,193.786240000441,EI-Sand
1.8,G48,"48",-30.9935221705744,12.9894289847837,23.6925352656917,Muddy Sand,292.121190861069,EI-Mix_Fine
1.61,G49,"49",-0.50539952723493,0.73984276902998,0.334357462535208,Mud,553.988899378886,EI-Mix_Fine
0.86,G50,"50",0,-0.0900321753294885,0,Unconsolidated Mineral Substrate,324.133073989279,EI-Mix_Fine
1.07,G51,"51",-4.72468418154772,52.5944554783749,4.40210683036257,Sand,130.917033992586,EI-Mix_Fine
2,G52,"52",-111.302655194891,-1.32439191163323,5.71095053112111,Mud,2032.74465365519,OCN
2.3,G53,"53",-113.560317054846,4.13440898341838,5.28966956808843,Mud,620.727077774271,EI-Mix_Fine
2,G54,"54",-174.734800828126,-7.29400464922967,6.2823048219323,Mud,1561.46402298573,OCN
2,G55,"55",-143.865171057869,-2.07339299922647,9.92939283318663,Mud,906.804424715777,EI-Mix_Coarse
2,G56,"56",-151.985199099229,-25.6611463016584,11.8985082125843,Muddy Sand,942.40298469751,EI-Mix_Fine
2,G57,"57",-73.381909467008,2.01373835900418,7.50686162911909,Muddy Sand,565.002087512347,EI-Mix_Fine
2,G58,"58",-83.8055146815528,7.66014260341929,2.7888652654907,Sandy Mud,621.148828627894,EI-Gravel
1.77,G59,"59",-117.660618892093,6.8791948995196,7.08322785992899,Sandy Mud,412.709038126942,EI-Mix_Fine
2,G60,"60",-179.136026650144,-16.4259586005151,11.3822132263525,Sandy Mud,1434.47846465344,OCN
2,G61,"61",-181.166350748418,-16.1299643126536,10.3471394584859,Mud,1434.1097882094,OCN
1.97,G62,"62",-95.8027482319711,18.0532391863106,8.72002918667619,Muddy Sand,553.722579251057,EI-Mix_Fine
2.24,G63,"63",-3.75341056433483,5.27598131474061,5.14316250021195,Sand,482.211652452637,EI-Mix_Fine
2,G64,"64",-98.8493905800728,-3.20423768980148,3.3218612770359,Mud,1309.50605667967,OCN
2.13,G65,"65",-72.2557924987426,21.5107323926537,14.9494229671628,Muddy Sand,668.983683429395,EI-Mix_Fine
2.24,G66,"66",-136.186057900714,0.48433010055165,12.5209728332664,Sandy Mud,710.610134458897,EI-Mix_Fine
2,G67,"67",-171.635514514493,-17.0772699078311,11.7010264592873,Mud,1662.14642495175,OCN
1.56,G68,"68",-81.6947603129807,18.5673776620417,6.25120606696329,Sand,306.596247078596,EI-Mix_Fine
1.24,G69,"69",-36.1255328621702,15.945661575704,4.1966653818669,Muddy Sand,372.927232159805,EI-Mix_Fine
1.26,G70,"70",-0.148056954448482,3.66637267145382,2.55133786462367,Muddy Sand,364.159752902831,EI-Mix_Fine
1.12,G71,"71",-72.9015434064276,-5.21922342725312,5.82684262285897,Sand,3426.27269526682,OCN
0.78,G72,"72",-46.0600961379154,7.11257041448438,3.10279189571466,Sand,3473.34619453876,OCN
2,G73,"73",-52.8894021686412,-2.52570085358893,10.6156616513494,Mud,1014.19989854655,EI-Mix_Fine
