ID,numid,weighted_current
G1365,"1365",0.307778471144367
G1366,"1366",0.305535595191599
G1367,"1367",0.300701054571357
G1368,"1368",0.289348915323882
G1369,"1369",0.273784197482274
G137,"137",0.813429594713134
G1370,"1370",0.278018977040625
G1371,"1371",0.300697319424341
G1372,"1372",0.339720182790287
G1373,"1373",0.358839338765552
G1374,"1374",0.37277860649495
G1375,"1375",0.381674700946333
G1376,"1376",0.387277282371998
G1377,"1377",0.393320711896467
G1378,"1378",0.404717836083989
G1379,"1379",0.411727502799087
G138,"138",0.787471570690414
G1380,"1380",0.358084979305444
G1381,"1381",0.333495795249106
G1382,"1382",0.329687059884449
G1383,"1383",0.337767726371916
G1384,"1384",0.349820572948742
G1385,"1385",0.348819412894289
G1386,"1386",0.335612901791582
G1387,"1387",0.205490822090895
G1388,"1388",0.208883704442079
G1389,"1389",0.286587062071498
G139,"139",0.722097676390389
G1390,"1390",0.30471761660994
G1391,"1391",0.309130082038315
G1392,"1392",0.295400293938659
G1393,"1393",0.276426094692484
G1394,"1394",0.256641701282036
G1395,"1395",0.24363966789425
G1396,"1396",0.245309527521039
G1397,"1397",0.263705592047675
G1398,"1398",0.284424588258591
G1399,"1399",0.32480495999308
G14,"14",0.422705229816894
G140,"140",0.629521305714185
G1400,"1400",0.350364272547668
G1401,"1401",0.372067819236315
G1402,"1402",0.382792253247036
G1403,"1403",0.389731070335811
G1404,"1404",0.399173315214017
G1405,"1405",0.399930127681183
G1406,"1406",0.412745347119057
G1407,"1407",0.345892997711011
G1408,"1408",0.334223317151394
G1409,"1409",0.339253017425793
G141,"141",0.516074515922772
G1410,"1410",0.353670144007838
G1411,"1411",0.358518234952659
G1412,"1412",0.346976292794288
G1413,"1413",0.328147442911372
G1414,"1414",0.213739120211895
G1415,"1415",0.214386571398316
G1416,"1416",0.306735815583314
G1417,"1417",0.286272282868008
G1418,"1418",0.258797273657108
G1419,"1419",0.245818171330806
G142,"142",0.452055564498758
G1420,"1420",0.224144843207387
G1421,"1421",0.230873116194889
G1422,"1422",0.251831557567208
G1423,"1423",0.270775783821401
G1424,"1424",0.304140470820047
G1425,"1425",0.338748072049211
G1426,"1426",0.367091117581962
G1427,"1427",0.379848761102755
G1428,"1428",0.400254174873429
G1429,"1429",0.356574809498422
G143,"143",0.42405643547179
G1430,"1430",0.343721371960128
G1431,"1431",0.344064721554249
G1432,"1432",0.356460165431374
